HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN,_FETCH_IDX
2018-1,20180213,주식회사 네추럴웨이,건강기능식품전문제조업,경기도 포천시 해룡로 83-135(설운동),곰피추출물,간 건강에 도움을 줄 수 있음,곰피추출물로서 0.42g/일,임산부와 수유부는 섭취 시 주의,1
2010-51,20101201,(주)엘지생활건강,건강기능식품수입업,"대전광역시 유성구 장동 가정로 175 (장동,LG생활건강기술연구원)",녹차추출물/테아닌 복합물,"성인의 기억력 개선에 도움을 줄 수 있으나 
인체에서의 확인이 필요함(기타기능III)",녹차추출물/테아닌 복합물로서 1680mg,"1) 어린이, 임산부 및 수유부는 섭취를 피할 것
2) 수술 전후와 질환이 있거나 의약품 복용시 전문가와 상담할 것
3) 과량 섭취 시 위장장애, 어지러움 등의 증상이 나타날 수 있음
4) 카페인에 민감한 사람(초조감, 불면 등)의 경우 섭취에 주의할 것
5) 카페인을 함유한 식품의 섭취에 주의할 것
6) 식사 후 섭취할 것
7) 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2014-34,20140801,(주)뉴트렉스테크놀러지,수입식품등 수입ㆍ판매업,"경기도 성남시 분당구 대왕판교로 670 A-405(삼평동, 유스페이스)",파크랜크랜베리분말,요로의 유해균 흡착 억제로 요로건강에 도움을 줄 수 있음(생리활성기능 2등급),파크랜 크랜베리 분말 로서 500~1000 mg,1) 일일섭취량 준수하여 섭취,1
2014-35,20140801,(주)서흥,수입식품등 수입ㆍ판매업,충청북도 청주시 흥덕구 오송생명로 61,파크랜크랜베리분말,요로의 유해균 흡착 억제로 요로건강에 도움을 줄 수 있음(생리활성기능 2등급),파크랜 크랜베리 분말 로서 500~1000 mg,1) 일일섭취량 준수하여 섭취,1
2015-10,20150401,샘표식품 주식회사,수입식품등 수입ㆍ판매업,서울특별시 중구 충무로 2 (필동1가),콩․보리 발효복합물,피부 보습에 도움을 줄 수 있음(생리활성기능 2등급),콩.보리 발효복합물로서 3g/일,"1) 영.유아, 어린이, 임산부 및 수유부는 섭취에 주의
2) 알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담
3) 에스트로겐 호로몬에 민감한 사람은 섭취에 주의",1
2009-83,20091030,(주)휴메딕스,건강기능식품벤처제조업,충청북도 제천시 바이오밸리2로 17 (왕암동),깻잎추출물(PF501),체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),깻잎추출물(PF501)로서 2.7g/일,"1) 유.소아, 임산부 및 수유부 여성은 섭취에 주의하여야 합니다.",1
2011-40,20111206,(주)빅솔 반월공장,건강기능식품전문제조업,서울 동작구 신대방동    395-68 보라매나산스위트 1202호,발효생성아미노산복합물,지구성 운동 시 피로개선에 도움을 줄 수 있음(생리활성기능 2등급),발효생성아미노산 복합물로서 4.7~5.0g/일,"1) 신장, 심혈관계 질환이 있거나 간기능이 저하된 분은 섭취에 주의
2) 임산부, 수유부는 섭취에 주의",1
2017-23,20100525,(주)안지오랩,건강기능식품벤처제조업,대전 유성구 전민동    삼성푸른아파트 111-801,,,,,1
2010-35,20100715,(주)HK바이오텍,건강기능식품전문제조업,경상남도 진주시 문산읍 월아산로950번길 6,HK표고버섯균사체,간 건강에 도움을 줄 수 있음(생리활성기능 2등급),HK표고버섯균사체로서 350mg/일,"1) 임산부, 수유부는 섭취에 주의",1
2010-47,20101026,(주)오스코텍,건강기능식품벤처제조업,경기도 성남시 분당구 판교로 289 1호,전칠삼추출물 등 복합물,관절건강에 도움을 줄 수 있음(기타기능II),전칠삼추출물 등 복합물로서 800 mg/일,-,1
2009-61,20090720,(주)바이오리더스,건강기능식품전문제조업,대전 유성구 장대동  283-4 갤러리빌 2차 902호,폴리감마글루탐산,체내 칼슘흡수 촉진에 도움을 줌,폴리감마글루탐산으로서 60~70mg,-,1
2011-33,20111104,(주)프롬바이오,수입식품등 수입ㆍ판매업,"경기도 수원시 영통구 영통로290번길 26,842동 1206호 (영통동,벽적골 주공아파트)",홍경천 추출물,“스트레스로 인한 피로개선에 도움을 줄 수 있음”(생리활성기능 2등급),홍경천추출물로서 200～600 mg,-,1
2010-49,20101101,(주)대덕약업,건강기능식품수입업,경기도 수원시 팔달구,녹차추출물,체지방 감소에 도움을 줄 수 있음(기타기능 II),카테킨으로서 0.3～0.5g/일,"1) 카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음",1
2010-54,20101208,(주)이롬,건강기능식품수입업,"경기도 성남시 분당구 분당내곡로 151(삼평동, 656번지 삼도타워 804호)",폴리감마글루탐산,"“체내 칼슘흡수 촉진에 도움을 줌”
 (기타기능 II)",폴리감마글루탐산으로서 60~70 mg,-,1
2010-4,20100127,(주)이에스바이오텍,수입식품등 수입ㆍ판매업,충청남도 천안시 동남구 병천면 송정리2길 13,스피루리나원말,면역조절에 도움을 줄 수 있으나 인체시험을 통한 확인이 필요함 (기타기능Ⅲ),총 엽록소로서 67~72 mg/일,「건강기능식품의 기준 및 규격」 II.2.1.5 스피루리나,1
2010-13,20100315,(주)백중인터내셔널,건강기능식품수입업,서울특별시 서초구 남부순환로337가길 63-5(201호 서초동),밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의 하십시오",1
2009-95,20091207,(주)렉스진바이오텍,건강기능식품수입업,충청북도 음성군,가르시니아 캄보지아 껍질추출물WS,“탄수화물에서 지방으로의 합성을 억제하여 체지방 감소에 도움을 줍니다”(기타기능 I),"총 (-)-HCA로서 750~2,800 mg/day",1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.,1
2009-62,20090720,풀무원건강생활(주),건강기능식품전문제조업,서울특별시 서초구 사평대로28길 62 (반포동) 상지리리츠빌 B-401,폴리감마글루탐산,체내 칼슘흡수 촉진에 도움을 줌(기타기능III),폴리감마글루탐산으로서 60~70mg,-,1
2011-23,20110909,(주)에치와이,수입식품등 수입ㆍ판매업,"서울특별시 서초구 강남대로 577 (잠원동, 한국야쿠르트빌딩)",유산균발효다시마추출물,알콜성 손상으로부터 간을 보호하는데 도움을 줄 수 있음(기타기능 II),유산균 발효 다시마 추출물로서 1.5g/일,"1) 요오드 함량이 높은 식품(해조류, 어패류 등) 섭취 시 주의
2) 갑상선질환 등을 보유하고 있는 사람은 섭취 시 주의
3) 임산부 및 수유부는 섭취 시 주의",1
2015-2,20150105,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,건강기능식품전문제조업,경기도 평택시 진위면 동부대로 2,프로바이오틱스 HY7714,자외선에 의한 피부손상으로부터 피부 건강 유지에 도움을 줄 수 있음(생리활성기능 2등급),1×10^10 CFU/일,알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담,1
2013-2,20130110,블루그린링크(주),수입식품등 수입ㆍ판매업,"서울특별시 서초구 서초중앙로8길 111 (서초동, 우명빌딩)",마테열수추출물,"체지방 감소에 도움을 줄 수 있으나, 관련 인체적용시험이 미흡함(생리활성기능 3등급)",마테열수추출물로서 3g/일,-,1
2009-3,20090130,주식회사 마그나스바이오푸드,건강기능식품전문제조업,"경기도 화성시 동탄대로23길 121 (영천동, 우미 뉴브) 506, 507, 1011호",표고버섯균사체추출물분말,"“간 건강에 도움을 줄 수 있습니다"" (기타기능 II)",표고버섯균사체추출물분말로서,,1
2012-29,20121023,(주)프롬바이오,수입식품등 수입ㆍ판매업,"경기도 수원시 영통구 영통로290번길 26,842동 1206호 (영통동,벽적골 주공아파트)",은행잎추출물,"성인의 기억력 개선에 도움을 줄 수 있음, 
혈행 개선에 도움을 줄 수 있음 (생리활성기능 2등급)",은행잎 추출물로서 120 mg/일,"1) 임산부, 수유부, 어린이 및 수술전후 환자는 섭취에 주의, 의약품(항응고제) 복용 시 섭취에 주의",1
2013-27,20130828,동일티엔디(주),식품등 수입판매업,서울특별시 강북구 번동 437-11   창강빌딩 504호,홍경천추출물,스트레스로 인한 피로개선에 도움을 줄 수 있음(생리활성기능 2등급),홍경천추출물로서 200～600 mg,"- 영유아, 임산부, 수유부는 섭취에 주의하시기 바랍니다. 
- 알레르기 체질이거나 특정질환이 있는 분은 섭취 전 의사와 상담하시기 바랍니다.",1
2018-10,20181005,(주)건풍바이오,건강기능식품전문제조업,서울특별시 강서구 화곡동 1145 롯데 낙천대아파트 102동 203호,키토올리고당,콜레스테롤감소,1.2g~2.4g,,1
2018-11,20181005,주식회사 노바렉스,건강기능식품전문제조업,충청북도 청주시 청원구 오창읍 각리1길 94,루테인지아잔틴복합추출물,눈 건강에 도움,루테인과 지아잔틴 합으로 12-24  mg,,1
2015-6,20150107,(주)에스앤디,건강기능식품전문제조업,충청북도 청주시 흥덕구 오송읍 오송생명4로 163,감태추출물,수면의 질 개선에 도움을 줄 수 있음(생리활성기능 2등급),감태추출물로서 500 mg,"1) 요오드 함량이 높은 식품(해조류, 어패류 등)섭취 시 주의
2) 갑상선질환, 위장관 질환 또는 위장관 장애 등을 보유하고 있는 사람은 섭취 시 주의
3) 임산부, 수유부 및 12세 이하 어린이는 섭취 시 주의",1
2014-12,20140404,롯데정밀화학(주)인천공장,건강기능식품전문제조업,인천광역시 남동구 남동대로79번길 47 고잔동,히드록시프로필메틸셀룰로오스,식후 혈당상승 억제에 도움을 줄 수 있음(생리활성기능 2등급),히드록시프로필메틸셀룰로오스로서 4~8 g/일,"1) 과량 복용 시 약한 완하 작용 및 변비 주의
2) 반드시 충분한 물과 함께 섭취할 것 (액상 제외)",1
2009-19,20090227,(주)에프앤피,건강기능식품전문제조업,충청북도 증평군 도안면 노암로 60 105동 1001호,홍국쌀,콜레스테롤 개선,총 모나콜린K로서 4~8mg,-,1
2010-21,20100504,씨제이웰케어,수입식품등 수입ㆍ판매업,서울특별시 중구 동호로 330,발효생성아미노산 복합물,지구성 운동 시 피로개선에 도움을 줄 수 있음(기타기능Ⅱ),‘발효생성아미노산 복합물’로서 4.7 ~5.0g/일,"1) 신장, 심혈관계 질환이 있거나 간기능이 저하된 분은 의사와 상담 후 섭취하십시오.
2) 임산부, 수유부는 의사와 상담 후 섭취하십시오.",1
2011-14,20110415,(주)이롬,건강기능식품전문제조업,경기도 성남시 분당구 장미로48번길 10 르네상스분당오피스텔 231호,구아바잎추출물,식후 혈당조절에 도움을 줄 수 있음(기타기능 II),총폴리페놀로서 123.5 mg,1) 구아바잎은 당뇨병의 치료 및 예방에 사용될 수 없으므로 당뇨병 치료가 필요한 경우에는 의사와 상담 하에 사용하여야 합니다.,1
2015-27,20151104,주식회사 노바렉스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구 각리1길 94,EPA 및 DHA 함유유지,건조한 눈을 개선아혀 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급),EPA와 DHA의 합으로서 0.6~1 g/일,-,1
2018-7,20180801,(주)에이치엘사이언스,건강기능식품전문제조업,경기도 화성시 봉담읍 동산재길 36 우편수령 연구소 주소)경기도 의왕시 안양판교로89,석류농축분말,피부 보습에 도움을 줄 수 있음.,석류농축분말 1g/일( 엘라그산 으로 1.15mg/g +- 20% (0.92 - 1.38 mg/g),특별한 부작용이나 이상반응 없음.,1
2018-9,20180806,(주)바이오포트코리아,건강기능식품벤처제조업,부산광역시 기장군 일광면 횡계길 7(207호 해양생물산업육성센터 기업지원동),오미자추출물,"근력 개선에 도움을 줄 수 있음, 관절 및 연골 건강에 도움을 줄 수 있음","1,582 mg/일","영유아, 어린이, 임산부 및 수유부는 섭취에 주의 / 수술 전,후 섭취에 주의 / 식사조절, 운동을 병행하는 것이 바람직함",1
2019-21,20190814,(주)유니젠,,경기도 남양주시 식송1로 168,풋사과추출물 애플페논(Applephenon),체지방 감소에 도움을 줄 수 있음,풋사과추출물 애플페논(applephenon)으로서 600mg/day,풋사과추출물 애플페논은 풋사과 원물의 약 250배 농축한 고농도 원료이기 때문에 사과에 알레르기가 있는 사람은 주의하여야 함,1
2019-18,20190814,고려제약(주),건강기능식품전문제조업,경기도 이천시 신둔면 원적로 69-10,쇠비름주정추출분말(KDC16-2),장건강,480mg,다량 섭취시 구토,1
2019-20,20190814,농심태경(주),건강기능식품전문제조업,경기도 안성시 미양면 제2공단1길 34,저분자 콜라겐 펩타이드 NS,-,,,1
2014-47,20141006,주식회사 청우라이프사이언스,수입식품등 수입ㆍ판매업,"서울특별시 마포구 모래내로3길 24 성산동, 청우빌딩 5층",히알루론산나트륨(HA-LF-P),"피부 보습에 도움을 줄 수 있음
(생리활성기능 2등급)",히알루론산나트륨으로서 120 mg/일,"1) 임산부, 수유부는 섭취에 주의
2) 알레르기 체질 및 특이체질, 질병치료 중인  사람은 섭취에 주의",1
2014-26,20140623,티케이엘(주),수입식품등 수입ㆍ판매업,서울특별시 종로구 사직로8길 42 광화문시내 201호(내수동),CMO 함유 FAC(Fatty Acid Complex),"관절 건강에 도움을 줄 수 있음
(생리활성기능2등급)",CMO 함유 FAC로서 893 mg/일(CMO로서 250 mg/일),1) 임산부 및 수유부는 섭취 시 주의,1
2013-20,20130710,라이온코리아주식회사,수입식품등 수입ㆍ판매업,인천광역시 중구 서해대로140번길 23,락토페린(우유정제단백질),"체지방 감소에 도움을 줄 수 있음
 (생리활성기능 2등급)",300 mg/일,1) 우유및 유제품에 대하여 알레르기 나타내는 사람은 섭취에 주의,1
2011-7,20110216,(주)이스터비엔에프,수입식품등 수입ㆍ판매업,"서울특별시 성동구 성수이로 51 (1202호 성수동2가, 서울숲한라시그마밸리)",마카 젤라틴화 분말,1)운동수행능력 향상에 도움을 줄 수 있으나 관련 인체적용시험이 미흡함(생리활성기능 3등급) 2)정자 운동성 개선에 도움을 줄 수 있음(생리활성기능 2등급) 3)갱년기 남성 건강에 도움을 줄 수 있으나 관련 인체적용시험이 미흡,1) 운동수행능력 향상 : 마카 젤라틴화 분말로서 1.5~3.0g/일 2) 정자 운동성 개선 및 갱년기 남성 건강 : 마카 젤라틴화 분말로서 5.0g/일,-,1
2018-12,20181123,일동바이오사이언스(주),수입식품등 수입ㆍ판매업,경기도 안성시 신건지동 60-1,락티카제이바실러스 람노서스 아이디씨씨3201 열처리배양건조물(RHT3201®),면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있습니다.,신청원료로서 400mg,,1
2018-13,20181123,(주)에이치엘사이언스,건강기능식품전문제조업,경기도 화성시 봉담읍 동산재길 36 제2본사)경기도의왕시안양판교로89,우슬 등 복합물(HL-Joint100),연골 및 관절 건강에 도움을 줄 수 있음.,"석류등복합물로서 1,000mg/일",없음.,1
2006-25,20100423,씨제이웰케어,,서울특별시 중구 동호로 330,올리브잎주정추출물 EFLA943,,,,1
2019-22,20190916,(주)휴온스푸디언스,건강기능식품전문제조업,강원특별자치도 춘천시 동내면 거두단지2길 14 (주)바이오토피아,Lactobacillus acidophilus YT1,갱년기 여성건강에 도움을 줄 수 있음,"락토바실러스 애시도필러스 YT1 100,000,000 CFU/day 이상",1) 임산부 및 수유부는 섭취에 주의2) 특정성분에 알레르기가 있으신 분은 사용된 원료를 확인하시고 섭취해야 함.,1
2019-24,20190916,(주)알피바이오,수입식품등 수입ㆍ판매업,서울특별시 강남구 영동대로 315(4층 대치동),자몽추출물등 복합물(Sinetrol),체지방 감소에 도움,자몽등복합추출물의 일일섭취량은 900mg/일,"임산부 및 수유부는 섭취에 주의, 신청원료 원재료에 알레르기가 있는 자는 섭취 주의",1
2008-24,20080428,한국암웨이(주),건강기능식품수입업,서울특별시 강남구 테헤란로 518(대치동),KANEKA Q10,“코엔자임Q10은 항산화에 도움을 줄 수 있습니다.” (기타Ⅱ등급),90~100mg,-,1
2014-58,20141117,(주)대덕약업,수입식품등 수입ㆍ판매업,경기도 용인시 성복동  731,감마리놀렌산 함유 유지,면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 160 ～ 300 mg/일,"1) 영.유아, 어린이는 섭취 전 의사와 상담하여야 함",1
2014-54,20141016,주식회사 비티씨,식품등 수입판매업,경기도 안산시 상록구 해안로 705 기술고도화동 703호,EPA 및 DHA 함유 유지,기억력 개선에 도움을 줄 수 있음. (생리활성 기능 2등급),DHA와 EPA의 합으로서 0.9 ～ 2 g/일,「건강기능식품 기능성 원료 및 기준․규격  인정에 관한 규정」 제10조제2항에 따라 「건강기능식품의 기준 및 규격」에 고시 예정임,1
2014-52,20141016,(주)자연의힘,식품등 수입판매업,경기도 평택시 산단로197번길 73 1층,감마리놀렌산 함유 유지,면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 160 ～ 300 mg/일,"1) 영.유아, 어린이는 섭취 전 의사와 상담하여야 함",1
2014-49,20141006,(주)대덕약업,수입식품등 수입ㆍ판매업,경기도 수원시 영통구 대학1로8번길 70-8 1층 (이의동 1269-4),감마리놀렌산 함유 유지,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음(생리활성기능 2등급),감마리놀렌산으로서 210 ~ 300 mg/일,「건강기능식품 기능성 원료 및 기준․규격  인정에 관한 규정」 제10조제2항에 따라 「건강기능식품의 기준 및 규격」에 고시 예정임,1
2010-62,20101224,(주)리즈바이오텍,건강기능식품벤처제조업,"대전광역시 유성구 과학로 125 한국생명공학연구원 BVC-203, 303, 304호",복분자추출분말,,,,1
2021-12,20210929,(주)녹십자웰빙,건강기능식품전문제조업,경기도 성남시 중원구 둔촌대로 474 (상대원동) 선텍시티 813호,구절초추출물(조인시스트),관절 및 연골건강에 도움을 줄 수 있음,구절초추출물로서 250mg/day,"1. 영·유아, 어린이, 임산부 및 수유부는 섭취에 주의2. 특정 질환(알레르기 체질 등)이 있는 분은 섭취에 주의3. 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2022-37,20221124,주식회사 에이크롬,수입식품등 수입ㆍ판매업,"경기도 수원시 영통구 권선로908번길 32 (신동) , 202호",천심련추출물(ParActin®),관절 및 연골건강에 도움을 줄 수 있음,300 mg,"˚ 영·유아, 어린이, 청소년, 임산부 및 수유부, 임신을 계획하고 있는 자는 섭취하지 말 것 ˚ 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 ˚ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것 ˚ 의약품을 복용하시는 분은 섭취 전 전문의와 상담할 것",1
2023-33,20231018,대한켐텍 주식회사,수입식품등 수입ㆍ판매업,"서울특별시 노원구 공릉로 232(1층 공릉동, 서울테크노파크)",저분자콜라겐펩타이드,Ÿ 피부 보습에 도움을 줄 수 있음Ÿ 자외선에 의한 피부손상으로부터 피부건강을 유지하는 데 도움을 줄 수 있음,"저분자콜라겐펩타이드로서 2,000 mg/일","영유아, 어린이, 임산부 및 수유부는 섭취에 주의 바람. 특이체질이거나 알레르기 체질인 경우 섭취에 주의 바람. 이상사례 발생 시 섭취를 중단하고 전문가와 상담하기 바람.",1
2023-35,20231205,주식회사 노바웰스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구 오창읍 양청택지3길 35(오창읍) 1층,난각막분말,자외선에 의한 피부손상으로부터 피부건강 유지하는데 도움을 줄 수 있음 / 피부 보습에 도움을 줄 수 있음,난각막분말(OVOderm-AS)로써 600 mg/일,신청서 참조,1
2015-21,20151007,(주)바이텍,수입식품등 수입ㆍ판매업,전북특별자치도 전주시 덕진구 원장동길 111-18 (장동) 전북생물산업진흥원 바이오플렉스 창업보육센터 201호,EPA 및 DHA 함유 유지,갱년기 여성의 건강에 도움을 줄 수 있음,신청원료 제안 섭취량 : 6g/일(석류추출물),"⦁약물의 섭취자 또는 어떤 약(의약품, 건강보조식품)에 대한 알러지 반응이 있는자  ⦁임산부 또는 임신예정자, 또는 수유중인자 ⦁고혈압, 동맥경화, 심근경색 또는 다른 건강상의 이상이 있는 자는 석류의 섭취전에 의사와 상담할 것을 제안.",1
2015-29,20151126,(주)자연의힘,,경기도 평택시 산단로197번길 73 1층,EPA 및 DHA 함유 유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급),EPA와 DHA의 합으로서 0.6~1 g/일,-,1
2014-16,20140423,"(주)쎌바이오텍 1,2공장",건강기능식품전문제조업,경기도 김포시 월곶면 애기봉로409번길 50,프로바이오틱스 ATP,면역과민반응에 의한 피부상태 개선에 도움을 줄 수 있으나 관련 인체적용시험이 미흡함(생리활성기능 3등급),2×10^9 CFU/일,"1) 질병을 치료 중이신 분, 알레르기, 특이체질이신 분은 의사, 약사 등 전문가와 상담 후 섭취
2) 알레르기체질은 성분을 확인 후 섭취",1
2016-5,20160615,코스맥스바이오,건강기능식품수입업,"충청북도 제천시 바이오밸리3로 30(1층 왕암동, 창고 및 물류사무실)",EPA 및 DHA 함유 유지,기억력 개선에 도움을 줄 수 있음,EPA와 DHA의 합으로서 0.9~2g/일,-,1
2020-8,20200522,코스맥스바이오(주),건강기능식품전문제조업,충청북도 제천시 바이오밸리3로 30(왕암동),수국잎열수추출물,자외선에 의한 피부 손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음,수국잎열수추출물의 일일섭취량은 300 ~ 600 mg/일,해당사항 없음.,1
2021-14,20211104,극동에치팜 주식회사 2공장,건강기능식품전문제조업,충청남도 예산군 삽교읍 산단1길 144,참깨박추출물,인지기능 개선에 도움을 줄 수 있음,1.5 g/d,,1
2022-34,20221130,(주)아모레퍼시픽,건강기능식품전문제조업,"경기도 용인시 기흥구 용구대로 1920(보라동, 아모레퍼시픽기술연구원) (주)아모레피시픽 기술연구원",열처리녹차추출물,기억력 개선에 도움을 줄 수 있음,고온처리녹차추출물로서 900 mg/일,"∘ 어린이, 임산부 및 수유부는 섭취를 피할 것.∘ 간질환이 있거나 의약품 복용 시 전문가와 상담할 것∘ 카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음∘ 식사 후 섭취할 것∘ 카페인을 함유한 식품의 섭취에 주의할 것∘ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",1
2022-39,20221219,주식회사 노바렉스,건강기능식품전문제조업,충청북도 청주시 흥덕구 오송읍 오송생명14로 80(오송읍),크릴오일등복합물(FlexPro MDⓇ),관절건강에 도움을 줄 수 있음,462mg/일,,1
2022-40,20221219,주식회사 네추럴웨이,건강기능식품전문제조업,경기도 포천시 해룡로 83-135(설운동),비수리추출분말,갱년기 남성 건강에 도움을 줄 수 있음,"1,250 mg/일","영유아, 어린이, 임산부 및 수유부는 섭취 시 주의 바랍니다.",1
2023-34,20231019,㈜씨티씨바이오,수입식품등 수입ㆍ판매업,경기도 화성시 현대기아로 38,Bacillus coagulans SNZ 1969 프로바이오틱스,배변활동 원활에 도움을 줄 수 있음,"1,000,000,000 CFU/g 이상",질환이 있거나 의약품 복용 시 전문가와 상담할 것. 알레르기 체질 등은 개인에 따라 과민반응이 나타날 수 있음. 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것. 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것.,1
2023-36,20231205,주식회사 뉴온,수입식품등 수입ㆍ판매업,서울특별시 강남구 논현로38길 42 (도곡동) 201호,다이크로스타키스 글로메라타 추출물(Dyglomera®),체지방 감소에 도움을 줄 수 있음,다이크로스타키스 글로메라타 추출물(Dyglomera®)로서 400mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취에 주의 바람. 특이체질이거나 알레르기 체질인 경우 섭취에 주의 바람.",1
2016-11,20160823,천호식품(주),건강기능식품전문제조업,경상남도 양산시 그린공단1길 27 (),창녕양파추출액,혈중 콜레스테롤 개선에 도움을 줄 수 있음,창녕양파추출액으로서 150 mL,해당사항없음,1
2013-10,20130530,주식회사 노바렉스,수입식품등 수입ㆍ판매업,충청북도 청주시 청원구 오창읍 각리1길 94 105동 1004호,미역 등 복합추출물(잔티젠),체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),미역 등 복합 추출물(잔티젠)로서 600mg/일,"1) 임산부, 수유부는 섭취에 주의
2) 석류에 알레르기가 있는 사람은 섭취에 주의
3) 에스트로겐 호로몬에 민감한 사람은 섭취에 주의",1
2012-18,20120516,월드웨이(주),건강기능식품전문제조업,"세종특별자치시  전의면 산단길 255 (신정리,618)",실크단백질 효소가수분해물,"혈당조절에 도움을 줄 수 있으나, 관련 인체적용시험이 미흡함(생리활성기능 3등급)",실크단백질 효소가수분해물 으로서 6g/일,"1) 간, 신장 기능 이상자는 섭취에 주의
2) 임산부, 어린이는 섭취에 주의",1
2010-53,20101123,농심태경(주),건강기능식품전문제조업,경기도 안성시 미양면 제2공단1길 34,서목태(쥐눈이콩)펩타이드,1) 혈당 조절에 도움을 줄 수 있음(생리활성기능 2등급) 2) 혈압이 높은 사람에게 도움을 줄 수 있음(생리활성기능 2등급) 3) 체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),서목태(쥐눈이콩)펩타이드로서 4.5g/일,-,1
2021-15,20211104,농업회사법인(주)이비채,건강기능식품전문제조업,경상북도 영천시 황강공단길 21,뽕나무가지주정추출분말,혈당조절에 도움을 줄 수 있음(산화스트레스로부터 췌장을 보호하여 인슐린 분비를 조절함으로써 인슐린 감수성을 개선시켜 식후 혈당을 조절하는데 도움),2 g (oxyresveratrol로서 29.90 ~ 44.86 mg/g),해당사항 없음,1
2020-9,20200522,(주)비티씨,건강기능식품벤처제조업,"경기도 안산시 상록구 해안로 705 본관동 703호, 704호, 705호(사동, 경기테크노파크)",풋사과추출물 애플페논(Applephenon),체지방 감소에 도움,신청원료로써 600 mg,,1
2021-17,20211104,콜마비앤에이치(주),건강기능식품전문제조업,세종특별자치시  전의면 산단길 22-15 콜마비앤에이치(주),루바브뿌리추출물,갱년기 여성 건강에 도움을 줄 수 있음,루바브뿌리추출물로서 4mg/day,"신청원료와 동일원료인 제2019-6호를 참고하여 1)영우아, 어린이, 임산부 및 수유부는 섭취에 주의 2)에스트로겐 호르몬에 민감함 사람은 섭취에 주의 3)메스꺼움 등 소화계통의 불편함과 설사를 유발할 수 있음 4)알레르기 체질이거나 특정 질환이 있는 사람은 섭취 전 전문가와 상담할 것",1
2022-42,20221219,주식회사 뉴온,건강기능식품벤처제조업,인천광역시 남동구 남동동로183번길 30(고잔동),현삼추출물,기억력 개선에 도움을 줄 수 있음.,현삼추출물(brainon)로서 300 mg/일,"영 유아, 어린이, 임산부, 수유부 및 특정질환(알레르기 체질 등)이 있는 분은 섭취에 주의 바람.",1
2022-43,20221219,동화약품(주),수입식품등 수입ㆍ판매업,충청북도 충주시 충주산단1로 167(용탄동),Lactobacillus plantarum C29 프로바이오틱스와 발효대두분말의 복합물(D,노화로 저하된 인지능력 개선에 도움을 줄 수 있음,유산균C29-발효대두복합물(DW2009)로서 800 mg/일,"영·유아, 어린이, 임산부, 수유부는 섭취 시 주의바랍니다.",1
2023-37,20231205,한국암웨이(주),수입식품등 수입ㆍ판매업,"서울특별시 강남구 영동대로 517(28층 삼성동, 아셈타워)",루테인지아잔틴추출복합물,노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을줄 수 있음,루테인 지아잔틴의 합으로서 12mg/일,"영‧유아, 어린이, 임산부 및 수유부는 섭취에 주의/과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음/이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것/흡연자는 섭취 시 전문가와 상담할 것",1
2023-39,20231229,(주)마린바이오프로세스,건강기능식품전문제조업,"부산광역시 기장군 일광면 횡계길 7(일광면, 해양생물산업육성센터) A 102호",발효굴추출물(FSO),근력 개선에 도움을 줄 수 있음,1g,,1
